Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Age,Seniority,Total_Spending,Total_Purchases,Accepted_Total,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
63841.0,0,1,64,635.0,15.0,100,20.0,7.0,131.0,1,9,3,9,6,0,0,0,0,0,0,74,10794,908.0,22,0,0,0,1,0,0,0,0,0
40321.0,1,1,59,44.0,4.0,21,6.0,0.0,27.0,2,3,0,3,7,0,0,0,0,0,0,70,10695,102.0,8,0,0,1,0,0,1,0,0,0
49166.0,0,1,17,224.0,2.0,25,7.0,0.0,110.0,2,5,3,3,6,0,0,0,0,0,0,68,10741,368.0,13,0,0,1,0,0,0,1,0,0
25443.0,1,0,82,1.0,4.0,3,8.0,9.0,7.0,1,1,0,3,8,0,0,0,0,0,0,53,10914,32.0,5,0,1,0,0,0,1,0,0,0
82657.0,0,0,71,966.0,168.0,672,246.0,105.0,126.0,1,7,5,10,4,0,1,0,1,0,0,96,10635,2283.0,23,2,0,1,0,0,0,0,1,0
81975.0,0,1,2,983.0,76.0,184,180.0,138.0,27.0,1,6,3,4,7,0,0,1,0,0,0,80,10900,1588.0,14,1,0,0,0,0,0,0,0,0
45207.0,1,1,64,203.0,0.0,10,0.0,0.0,2.0,5,3,1,6,6,0,1,0,0,0,0,68,10956,215.0,15,1,0,0,0,1,1,0,0,0
38590.0,1,0,65,3.0,1.0,8,4.0,3.0,3.0,1,1,0,2,8,0,0,0,0,0,0,71,10770,22.0,4,0,0,1,0,0,0,0,1,0
50437.0,0,2,28,370.0,9.0,92,6.0,9.0,4.0,3,7,1,8,7,0,0,0,0,0,0,79,10980,490.0,19,0,0,1,0,0,1,0,0,0
62998.0,0,1,10,120.0,58.0,73,65.0,89.0,58.0,5,5,4,5,5,0,0,0,0,0,0,90,10632,463.0,19,0,0,1,0,0,1,0,0,0
79143.0,0,0,2,650.0,37.0,780,27.0,167.0,32.0,1,6,9,13,3,0,0,0,0,0,0,78,11047,1693.0,29,0,0,0,1,0,1,0,0,0
25315.0,1,0,46,1.0,9.0,8,11.0,3.0,22.0,3,3,0,3,8,0,0,0,0,0,0,65,10594,54.0,9,0,0,0,0,0,0,0,1,0
53374.0,0,1,34,896.0,10.0,101,13.0,10.0,34.0,6,4,2,9,9,1,0,0,0,0,0,73,11042,1064.0,21,1,0,0,0,1,0,0,1,0
30390.0,0,0,5,10.0,12.0,12,25.0,1.0,20.0,1,2,0,3,6,0,0,0,0,0,0,55,10660,80.0,6,0,0,0,0,0,1,0,0,0
54252.0,1,1,25,178.0,4.0,26,8.0,4.0,44.0,5,4,1,5,6,0,0,0,0,0,0,86,10757,264.0,15,0,0,1,0,0,0,1,0,0
29435.0,1,1,11,70.0,3.0,37,4.0,2.0,64.0,4,3,2,2,9,0,0,0,0,0,0,76,11052,180.0,11,0,0,0,1,0,0,0,0,0
62807.0,0,1,83,526.0,28.0,135,10.0,21.0,99.0,3,5,3,12,5,0,0,0,0,0,0,82,11027,819.0,23,0,0,1,0,0,0,0,1,0
34529.0,1,0,94,68.0,6.0,38,3.0,6.0,41.0,2,2,2,3,7,0,0,0,0,0,0,66,11013,162.0,9,0,0,0,1,0,1,0,0,0
93027.0,0,0,77,1285.0,42.0,716,55.0,0.0,21.0,0,7,10,5,2,0,0,1,0,0,0,101,10802,2119.0,22,1,0,0,0,1,1,0,0,0
28249.0,0,0,80,1.0,9.0,7,2.0,14.0,10.0,1,2,0,3,6,0,0,0,0,0,0,81,10374,43.0,6,0,1,0,0,0,1,0,0,0
44213.0,1,1,48,95.0,11.0,35,0.0,4.0,25.0,4,2,1,5,6,0,0,0,0,0,0,90,10572,170.0,12,0,0,1,0,0,0,1,0,0
51529.0,0,1,14,400.0,4.0,35,6.0,0.0,22.0,2,9,1,5,8,0,0,0,0,0,0,93,10655,467.0,17,0,0,0,1,0,0,0,0,1
42618.0,1,0,92,76.0,14.0,74,13.0,5.0,10.0,2,5,0,4,8,0,0,0,0,0,0,70,10623,192.0,11,0,0,0,1,0,0,0,0,0
30507.0,0,0,29,65.0,36.0,74,38.0,20.0,110.0,1,5,1,4,7,0,0,0,0,0,0,82,10835,343.0,11,0,0,1,0,0,0,0,1,0
56796.0,0,1,24,656.0,38.0,161,62.0,47.0,37.0,3,8,9,7,7,0,0,0,0,0,0,73,10858,1001.0,27,0,0,1,0,0,1,0,0,0
42243.0,1,1,34,48.0,0.0,2,0.0,0.0,5.0,2,2,0,3,7,0,0,0,0,0,0,83,10560,55.0,7,0,0,1,0,0,1,0,0,0
67445.0,0,1,63,757.0,80.0,217,29.0,80.0,11.0,5,9,6,12,6,0,0,0,0,0,0,68,11046,1174.0,32,0,0,1,0,0,1,0,0,0
61905.0,0,1,2,167.0,0.0,43,6.0,2.0,13.0,2,4,2,4,5,0,0,0,0,0,0,67,10505,231.0,12,0,0,0,0,1,0,0,1,0
78642.0,0,1,83,1396.0,0.0,322,46.0,35.0,17.0,1,4,9,4,6,0,0,0,0,0,0,71,10794,1816.0,18,0,0,0,0,1,0,0,1,0
43783.0,1,0,22,327.0,9.0,125,25.0,4.0,139.0,6,7,1,8,7,1,0,0,0,0,0,64,10391,629.0,22,1,0,0,1,0,1,0,0,0
52413.0,1,0,67,185.0,8.0,133,56.0,56.0,12.0,2,7,1,7,7,0,0,0,0,0,0,58,10963,450.0,17,0,0,1,0,0,0,1,0,0
70924.0,0,0,41,635.0,114.0,254,132.0,152.0,76.0,1,6,6,7,3,0,0,1,0,0,0,77,10443,1363.0,20,1,0,0,0,0,1,0,0,0
75012.0,0,0,41,294.0,142.0,218,164.0,58.0,151.0,1,3,8,11,1,0,0,0,0,0,0,66,10515,1027.0,23,0,0,0,1,0,0,0,0,0
62820.0,0,0,51,398.0,61.0,265,138.0,61.0,53.0,1,3,4,6,1,0,0,0,0,0,0,88,10774,976.0,14,0,0,1,0,0,1,0,0,0
41473.0,1,0,80,21.0,8.0,20,15.0,3.0,9.0,1,2,0,3,7,0,0,0,0,0,0,57,10735,76.0,6,0,0,0,0,0,0,1,0,0
37774.0,2,0,28,173.0,8.0,107,7.0,2.0,176.0,4,7,2,3,9,1,0,0,0,0,1,65,11024,473.0,16,1,0,1,0,0,0,1,0,0
17117.0,1,0,96,12.0,23.0,38,30.0,18.0,7.0,4,3,1,3,9,0,0,0,0,0,0,64,10888,128.0,11,0,0,0,0,0,0,0,1,0
69263.0,0,1,14,492.0,5.0,32,13.0,5.0,21.0,1,9,1,7,6,0,1,0,0,0,0,77,10476,568.0,18,1,0,1,0,0,0,1,0,0
65640.0,0,1,74,204.0,7.0,149,20.0,15.0,66.0,1,5,1,8,2,0,0,0,0,0,0,68,10480,461.0,15,0,0,0,0,1,0,0,1,0
82347.0,0,0,38,556.0,54.0,845,202.0,133.0,63.0,1,7,7,10,3,1,0,0,1,0,0,85,10960,1853.0,25,2,0,0,0,0,1,0,0,0
75507.0,0,0,56,709.0,93.0,374,104.0,80.0,80.0,1,8,6,6,3,0,0,0,0,0,0,63,10418,1440.0,21,0,0,1,0,0,0,0,1,0
45688.0,0,1,20,279.0,0.0,18,0.0,0.0,9.0,2,3,1,8,4,0,1,0,0,0,0,74,10515,306.0,14,1,0,1,0,0,1,0,0,0
57937.0,0,1,56,261.0,42.0,144,55.0,48.0,133.0,3,4,4,9,3,0,0,0,0,0,0,60,10493,683.0,20,0,0,0,0,0,1,0,0,0
23616.0,1,0,76,4.0,22.0,11,3.0,7.0,32.0,2,3,0,3,8,0,0,0,0,0,0,60,10949,79.0,8,0,0,0,0,0,0,1,0,0
36065.0,1,1,54,18.0,7.0,34,10.0,2.0,3.0,3,3,0,3,8,0,0,0,0,0,0,74,10815,74.0,9,0,0,1,0,0,0,1,0,0
45837.0,1,1,88,215.0,13.0,87,17.0,17.0,25.0,5,6,2,5,7,0,0,0,0,0,0,68,10698,374.0,18,0,0,1,0,0,1,0,0,0
54356.0,0,1,62,710.0,15.0,30,20.0,0.0,0.0,3,11,2,8,8,0,0,0,0,0,0,93,10947,775.0,24,0,0,0,0,1,0,0,0,1
36262.0,0,0,24,88.0,39.0,54,64.0,28.0,153.0,1,3,5,3,6,1,0,0,0,0,0,59,10642,426.0,12,1,0,0,1,0,1,0,0,0
21355.0,1,0,5,5.0,13.0,14,0.0,5.0,31.0,2,2,1,2,6,1,0,0,0,0,0,57,10673,68.0,7,1,0,1,0,0,1,0,0,0
37054.0,1,1,89,12.0,1.0,6,0.0,1.0,5.0,2,1,0,3,7,0,0,0,0,0,0,75,10647,25.0,6,0,0,0,1,0,1,0,0,0
78128.0,0,1,89,934.0,24.0,230,16.0,24.0,36.0,2,8,4,6,3,0,1,1,0,0,0,68,10490,1264.0,20,2,0,0,0,1,1,0,0,0
9255.0,1,0,91,9.0,0.0,7,2.0,0.0,4.0,1,1,1,2,8,0,0,0,0,0,0,53,10551,22.0,5,0,0,1,0,0,0,1,0,0
34469.0,1,1,58,19.0,6.0,20,0.0,5.0,12.0,3,1,1,4,4,0,0,0,0,0,0,94,10416,62.0,9,0,0,0,0,1,1,0,0,0
23228.0,1,0,71,13.0,2.0,18,6.0,1.0,25.0,2,2,0,3,8,0,0,0,0,0,0,73,10514,65.0,7,0,0,1,0,0,0,0,1,0
33444.0,1,1,24,8.0,0.0,8,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,90,10963,18.0,4,0,0,0,1,0,1,0,0,0
18701.0,1,1,95,12.0,4.0,2,10.0,6.0,10.0,4,2,0,4,5,0,0,0,0,0,0,78,10750,44.0,10,0,0,1,0,0,0,1,0,0
23724.0,1,0,65,5.0,23.0,15,0.0,18.0,14.0,2,2,0,3,8,0,0,0,0,0,0,63,10897,75.0,7,0,1,0,0,0,0,0,1,0
65735.0,1,1,37,239.0,7.0,119,4.0,15.0,11.0,5,6,2,6,7,0,0,0,0,0,0,77,10564,395.0,19,0,0,0,1,0,0,0,1,0
40794.0,0,1,18,261.0,23.0,73,4.0,23.0,50.0,2,6,3,5,7,0,0,0,0,0,0,67,10808,434.0,16,0,0,1,0,0,1,0,0,0
39922.0,1,0,30,29.0,12.0,59,19.0,1.0,36.0,2,3,0,4,8,0,0,0,0,0,0,59,10860,156.0,9,0,0,1,0,0,1,0,0,0
24594.0,1,0,94,1.0,3.0,6,10.0,0.0,9.0,1,1,0,3,5,0,0,0,0,0,0,63,10561,29.0,5,0,1,0,0,0,0,0,1,0
49912.0,0,1,5,520.0,8.0,223,32.0,49.0,42.0,4,10,5,7,8,1,0,0,0,0,0,93,11020,874.0,26,1,0,0,1,0,0,0,1,0
77343.0,0,0,28,227.0,151.0,573,98.0,54.0,31.0,1,3,4,9,1,0,0,0,0,0,0,77,10380,1134.0,17,0,0,1,0,0,1,0,0,0
36975.0,1,0,50,10.0,6.0,11,0.0,4.0,2.0,1,1,0,3,7,0,0,0,0,0,0,64,10543,33.0,5,0,0,0,0,0,0,1,0,0
92556.0,0,0,32,493.0,183.0,352,184.0,23.0,28.0,0,3,5,13,0,0,0,0,0,0,0,82,10430,1263.0,21,0,0,0,0,0,0,0,1,0
39898.0,0,1,20,69.0,8.0,26,12.0,7.0,12.0,2,3,0,4,7,0,0,0,0,0,0,88,10862,134.0,9,0,0,1,0,0,0,0,1,0
52034.0,1,1,67,146.0,0.0,93,7.0,13.0,73.0,5,4,2,5,7,0,0,0,0,0,0,69,10768,332.0,16,0,0,0,1,0,0,0,0,0
30279.0,1,0,13,10.0,4.0,14,4.0,4.0,1.0,1,1,0,3,8,0,0,0,0,0,0,53,10906,37.0,5,0,0,1,0,0,0,1,0,0
52869.0,1,1,40,84.0,3.0,61,2.0,1.0,21.0,3,3,1,4,7,0,0,0,0,0,0,88,10982,172.0,11,0,0,0,0,1,1,0,0,0
67384.0,0,1,32,957.0,40.0,175,158.0,53.0,107.0,2,7,8,5,5,0,1,0,0,0,0,72,10956,1490.0,22,1,0,1,0,0,0,1,0,0
14661.0,0,0,88,4.0,1.0,11,6.0,2.0,2.0,1,1,0,3,6,0,0,0,0,0,0,86,10904,26.0,5,0,0,0,1,0,0,0,1,0
50150.0,0,0,32,135.0,46.0,92,65.0,61.0,11.0,2,5,2,7,5,0,0,0,0,0,0,59,10734,410.0,16,0,0,0,0,1,1,0,0,0
38136.0,1,0,69,8.0,15.0,27,0.0,20.0,33.0,2,3,1,2,8,1,0,0,0,0,0,64,10793,103.0,8,1,0,1,0,0,1,0,0,0
18890.0,0,0,5,6.0,4.0,1,7.0,2.0,15.0,1,0,1,2,6,1,0,0,0,0,0,58,10956,35.0,4,1,0,0,1,0,0,1,0,0
54108.0,1,1,74,539.0,6.0,91,8.0,6.0,97.0,13,8,2,9,8,0,0,0,0,0,0,69,10961,747.0,32,0,0,0,1,0,1,0,0,0
17459.0,1,0,12,6.0,4.0,16,3.0,10.0,30.0,3,3,1,2,7,0,0,0,0,0,0,67,10643,69.0,9,0,0,0,1,0,0,0,1,0
43776.0,1,1,9,177.0,2.0,71,3.0,2.0,20.0,6,5,2,4,8,0,0,0,0,0,0,90,10871,275.0,17,0,0,0,1,0,0,0,1,0
66951.0,0,0,46,277.0,162.0,305,173.0,76.0,124.0,1,3,4,7,1,0,0,0,0,0,0,54,10599,1117.0,15,0,0,1,0,0,0,1,0,0
44794.0,0,1,99,54.0,0.0,7,0.0,0.0,4.0,1,2,0,3,6,0,0,0,0,0,0,76,10381,65.0,6,0,0,1,0,0,1,0,0,0
42523.0,0,0,96,14.0,36.0,11,3.0,26.0,35.0,1,1,1,4,2,0,0,0,0,0,0,78,10427,125.0,7,0,0,1,0,0,1,0,0,0
42386.0,1,0,43,65.0,4.0,16,0.0,4.0,11.0,1,3,0,3,8,0,0,0,0,0,0,56,10892,100.0,7,0,0,0,1,0,0,0,1,0
21675.0,1,0,55,4.0,0.0,16,17.0,4.0,4.0,3,4,0,3,7,0,0,0,0,0,0,66,10378,45.0,10,0,0,1,0,0,0,0,1,0
46098.0,1,1,86,57.0,0.0,27,0.0,0.0,36.0,4,3,2,2,8,0,0,0,0,0,0,67,11040,120.0,11,0,0,0,1,0,0,1,0,0
27943.0,1,1,89,12.0,1.0,16,4.0,1.0,3.0,3,2,0,3,8,0,0,0,0,0,0,75,10800,37.0,8,0,0,1,0,0,0,0,1,0
68655.0,0,0,95,456.0,19.0,832,75.0,118.0,38.0,1,4,5,11,3,0,0,0,0,0,0,54,11048,1538.0,21,0,0,1,0,0,0,1,0,0
76618.0,0,0,64,749.0,40.0,294,121.0,160.0,147.0,1,3,2,5,1,0,0,0,0,0,0,67,10929,1511.0,11,0,0,0,0,1,1,0,0,0
38410.0,0,0,65,153.0,64.0,123,116.0,64.0,14.0,2,5,2,9,6,0,0,0,0,0,0,68,11013,534.0,18,0,0,0,0,1,1,0,0,0
59594.0,0,1,74,457.0,4.0,29,0.0,0.0,9.0,1,8,1,7,7,0,1,0,0,0,0,77,10977,499.0,17,1,0,1,0,0,1,0,0,0
11012.0,1,0,82,24.0,3.0,26,7.0,1.0,23.0,3,3,1,2,9,1,0,0,0,0,0,58,10830,84.0,9,1,0,1,0,0,0,1,0,0
69139.0,0,1,23,86.0,12.0,75,33.0,15.0,6.0,1,4,1,5,4,0,0,0,0,0,0,77,10513,227.0,11,0,0,1,0,0,1,0,0,0
44953.0,0,0,31,728.0,17.0,133,11.0,8.0,124.0,1,7,3,13,6,1,0,0,0,0,0,61,10915,1021.0,24,1,0,0,0,1,0,0,1,0
75276.0,0,0,2,610.0,105.0,125,137.0,42.0,21.0,1,9,4,9,5,0,0,0,0,0,0,77,11000,1040.0,23,0,0,1,0,0,0,0,1,0
54998.0,0,1,3,154.0,22.0,202,39.0,30.0,8.0,5,4,2,9,4,0,0,0,0,0,0,86,10836,455.0,20,0,0,0,0,1,0,1,0,0
75922.0,0,0,60,265.0,138.0,553,224.0,23.0,92.0,1,4,4,9,1,0,0,0,0,0,0,74,10562,1295.0,18,0,0,1,0,0,0,1,0,0
27215.0,2,1,50,30.0,5.0,22,8.0,9.0,28.0,4,2,1,4,6,0,0,0,0,0,0,81,10882,102.0,11,0,0,1,0,0,0,0,0,0
41275.0,1,2,33,24.0,4.0,22,0.0,2.0,9.0,4,3,1,3,5,0,0,0,0,0,0,82,10457,61.0,11,0,0,0,1,0,0,0,1,0
45684.0,1,0,37,5.0,1.0,5,10.0,0.0,7.0,1,1,0,2,7,0,0,0,0,0,0,71,10569,28.0,4,0,0,1,0,0,0,0,0,1
34412.0,1,0,62,52.0,12.0,50,4.0,36.0,55.0,3,5,0,3,9,0,0,0,0,0,0,52,10861,209.0,11,0,0,1,0,0,0,1,0,0
27100.0,1,0,64,12.0,0.0,13,2.0,0.0,10.0,1,1,0,3,7,0,0,0,0,0,0,59,10810,37.0,5,0,0,0,1,0,1,0,0,0
61872.0,0,1,81,330.0,5.0,159,36.0,27.0,16.0,4,4,4,9,4,0,0,0,0,0,0,72,10558,573.0,21,0,0,0,1,0,1,0,0,0
157243.0,0,1,98,20.0,2.0,1582,1.0,2.0,1.0,15,0,22,0,0,0,0,0,0,0,0,69,10480,1608.0,37,0,0,0,0,1,1,0,0,0
96876.0,0,0,79,908.0,43.0,735,40.0,194.0,21.0,1,7,7,9,2,0,1,1,1,0,0,65,10687,1941.0,24,3,0,1,0,0,0,0,1,0
81205.0,0,0,43,724.0,74.0,929,97.0,55.0,130.0,1,5,6,7,2,1,0,1,0,1,0,72,10527,2009.0,19,3,0,1,0,0,0,0,1,0
27190.0,1,0,13,1.0,6.0,7,0.0,1.0,3.0,1,1,0,2,8,1,0,0,0,0,0,69,10678,18.0,4,1,1,0,0,0,0,0,1,0
50388.0,0,1,3,292.0,6.0,37,0.0,3.0,34.0,4,6,1,6,7,0,1,0,1,0,0,85,10392,372.0,17,2,0,1,0,0,0,1,0,0
33986.0,1,0,43,16.0,2.0,18,2.0,1.0,5.0,1,1,0,3,7,0,0,0,0,0,0,72,10832,44.0,5,0,0,1,0,0,0,0,0,0
52157.0,0,1,48,189.0,2.0,29,3.0,2.0,40.0,2,3,2,5,4,0,0,0,0,0,0,92,10382,265.0,12,0,0,0,0,1,0,0,1,0
102692.0,0,0,5,168.0,148.0,444,32.0,172.0,148.0,1,6,9,13,2,0,1,1,1,1,0,68,10810,1112.0,29,4,0,1,0,0,0,0,0,0
65492.0,0,0,73,247.0,161.0,295,210.0,85.0,47.0,2,4,7,13,2,0,0,0,0,0,0,83,10514,1045.0,26,0,0,1,0,0,1,0,0,0
19346.0,1,0,26,2.0,0.0,9,3.0,6.0,2.0,1,1,0,3,8,0,0,0,0,0,0,68,10510,22.0,5,0,0,1,0,0,0,0,0,0
72967.0,0,1,1,158.0,35.0,179,0.0,0.0,125.0,2,7,2,8,5,1,0,0,0,0,0,72,10921,497.0,19,1,0,1,0,0,0,0,0,0
42564.0,0,1,28,324.0,48.0,186,39.0,18.0,198.0,6,6,8,4,7,1,0,0,0,0,0,74,10903,813.0,24,1,0,0,0,1,0,0,0,0
72635.0,0,0,54,390.0,22.0,323,104.0,35.0,107.0,1,6,8,6,3,0,0,0,1,0,0,87,10751,981.0,21,1,0,0,0,0,1,0,0,0
60474.0,0,1,25,265.0,199.0,303,234.0,9.0,170.0,7,10,2,12,7,0,0,0,0,0,0,63,10814,1180.0,31,0,0,1,0,0,0,1,0,0
55635.0,0,1,34,235.0,65.0,164,50.0,49.0,27.0,4,7,3,7,6,0,0,0,0,0,0,71,10953,590.0,21,0,0,1,0,0,0,0,0,0
48192.0,0,0,76,1039.0,43.0,204,153.0,58.0,29.0,3,2,8,12,8,0,1,0,1,1,0,84,10809,1526.0,25,3,0,1,0,0,1,0,0,0
80398.0,0,0,92,342.0,51.0,936,207.0,35.0,26.0,1,5,8,12,3,0,0,1,0,0,0,76,10956,1597.0,26,1,0,1,0,0,1,0,0,0
79930.0,0,0,72,792.0,86.0,740,67.0,51.0,17.0,1,3,5,8,2,0,0,0,0,0,0,70,11050,1753.0,17,0,0,0,0,1,1,0,0,0
85738.0,0,0,41,913.0,26.0,376,17.0,26.0,13.0,1,3,6,11,1,0,1,1,0,0,0,64,10517,1371.0,21,2,0,0,1,0,0,0,1,0
51550.0,2,1,96,48.0,5.0,48,6.0,10.0,7.0,3,2,1,4,6,0,0,0,0,0,0,91,10539,124.0,10,0,0,1,0,0,0,1,0,0
43824.0,1,1,18,96.0,1.0,42,12.0,3.0,32.0,4,3,1,4,8,0,0,0,0,0,0,71,11012,186.0,12,0,0,1,0,0,1,0,0,0
71466.0,0,0,86,412.0,12.0,546,78.0,182.0,0.0,1,4,4,10,1,0,0,0,0,0,0,68,10445,1230.0,19,0,0,0,0,1,0,1,0,0
53083.0,1,1,65,215.0,7.0,33,3.0,0.0,13.0,6,5,1,5,7,0,1,0,0,0,0,84,10770,271.0,17,1,0,0,0,0,0,0,1,0
18690.0,0,0,77,6.0,1.0,7,23.0,4.0,19.0,1,1,1,2,8,0,0,0,0,0,0,83,10908,60.0,5,0,0,1,0,0,1,0,0,0
57288.0,0,1,27,527.0,0.0,21,0.0,0.0,60.0,3,8,1,8,6,0,1,0,0,0,0,79,10364,608.0,20,1,0,0,1,0,0,0,1,0
34053.0,0,1,14,63.0,0.0,21,7.0,0.0,12.0,1,3,0,3,8,0,0,0,0,0,0,74,11017,103.0,7,0,0,0,1,0,0,0,1,0
51550.0,1,1,45,7.0,0.0,8,2.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,85,10393,18.0,4,0,0,1,0,0,0,1,0,0
47691.0,0,1,43,14.0,0.0,3,0.0,0.0,4.0,1,1,0,2,6,0,0,0,0,0,0,63,10719,21.0,4,0,0,1,0,0,0,1,0,0
18393.0,1,0,2,7.0,10.0,13,16.0,0.0,4.0,2,3,0,3,8,0,0,0,0,0,0,68,10452,50.0,8,0,1,0,0,0,1,0,0,0
82460.0,0,0,78,255.0,47.0,573,52.0,32.0,15.0,1,5,3,6,1,0,0,0,0,0,0,92,10569,974.0,15,0,0,1,0,0,0,0,0,0
78952.0,0,1,11,1170.0,19.0,594,99.0,76.0,134.0,2,2,5,12,6,0,0,0,0,0,0,84,11003,2092.0,21,0,0,0,0,1,0,0,1,0
22585.0,0,0,23,3.0,9.0,15,13.0,2.0,39.0,1,1,1,2,9,1,0,0,0,0,0,72,10828,81.0,5,1,0,1,0,0,0,1,0,0
61064.0,0,1,80,387.0,126.0,342,0.0,45.0,180.0,5,8,4,11,6,0,0,0,0,0,0,66,11027,1080.0,28,0,0,1,0,0,1,0,0,0
31163.0,1,0,54,2.0,3.0,10,11.0,2.0,10.0,1,1,0,3,6,0,0,0,0,0,0,69,10496,38.0,5,0,0,0,0,0,0,0,0,0
51369.0,0,1,84,297.0,7.0,79,0.0,11.0,182.0,2,8,2,4,8,0,0,0,0,0,0,66,10972,576.0,16,0,0,1,0,0,0,0,1,0
